11,87,57
79,78,73
17,68,85
86,27,71
88,18,49
94,22,27
34,8,39
80,81,4
48,89,24
50,45,0
55,89,55
40,14,23
19,26,56
58,66,51
14,40,66
67,55,53
75,66,36
21,29,48
14,64,44
17,49,7
51,7,17
15,37,18
16,57,77
13,44,86
27,82,70
43,94,5
16,39,99
100,55,57
65,66,62
54,10,74
2,69,54
46,93,26
32,75,95
16,16,55
15,25,44
95,90,89
52,41,72
41,55,29
49,73,57
14,80,2
84,89,39
31,9,58
95,63,63
92,8,4
46,6,62
81,81,13
60,1,28
45,88,66
95,10,62
49,84,89
15,37,89
64,91,95
82,30,77
80,68,18
8,33,99
16,25,90
66,97,82
73,15,93
75,10,33
6,47,60
43,46,30
26,92,87
58,78,6
18,37,97
65,100,9
59,33,35
41,80,91
8,26,42
60,68,15
62,97,35
12,66,9
82,85,1
13,15,75
82,64,48
75,24,70
86,48,79
48,44,35
4,19,9
62,14,20
15,58,85
24,17,37
36,30,71
38,54,45
20,68,50
52,16,25
83,65,81
55,90,7
78,93,86
2,29,70
94,15,26
48,23,66
54,54,78
10,84,40
10,31,1
71,62,26
12,66,64
64,91,62
30,18,26
81,88,21
37,77,8
65,41,18
25,62,77
59,16,23
91,46,16
2,90,76
2,99,50
4,76,100
45,39,69
32,26,97
80,52,24
98,42,19
28,1,90
70,19,44
81,80,33
77,73,92
52,40,16
17,36,35
77,5,73
2,84,97
44,74,30
62,53,84
56,65,20
11,1,33
81,87,81
20,59,33
20,1,31
33,78,21
34,99,99
13,8,6
73,14,25
6,73,5
58,55,16
80,77,38
20,48,26
66,34,51
50,60,99
10,90,49
39,26,11
4,63,52
82,99,31
76,5,81
19,98,21
99,43,66
29,88,45
95,66,46
41,9,64
61,91,33
49,95,88
39,64,52
70,43,32
65,56,47
63,98,69
34,24,37
68,78,39
32,78,73
97,46,11
32,65,36
5,19,94
48,39,66
33,90,54
17,58,35
82,55,92
95,17,30
16,53,1
95,94,80
9,49,50
65,35,5
34,56,88
68,51,3
19,48,50
67,4,64
82,47,36
28,12,23
48,45,10
33,1,68
77,85,92
36,68,96
76,54,55
96,67,39
63,57,70
88,46,88
25,39,20
84,44,89
24,71,70
43,24,37
29,89,19
79,55,48
73,18,67
12,30,76
65,67,82
66,66,66
60,63,9
65,81,87
77,30,48
74,31,75
34,69,24
6,25,93
39,22,91
21,86,12
13,3,69
36,83,11
71,62,48
21,32,2
47,95,83
33,95,34
83,72,53
81,16,13
60,86,36
65,31,37
30,10,44
83,63,70
45,76,1
83,93,33
24,29,43
74,35,91
74,42,97
1,76,86
29,6,25
1,3,14
76,95,42
39,96,84
68,13,22
40,80,41
50,96,92
77,37,77
85,80,100
71,28,75
3,52,80
94,8,18
78,82,38
8,62,43
41,16,16
5,26,24
54,70,83
56,13,83
92,52,31
55,98,8
42,80,93
11,19,73
55,96,37
27,67,47
93,71,72
53,85,83
44,59,87
82,1,47
93,24,90
27,81,71
40,7,30
62,99,54
32,96,9
7,25,7
53,82,90
26,72,97
52,91,44
84,15,96
59,13,77
91,45,99
92,7,49
100,36,41
78,3,85
97,87,92
15,80,36
85,75,60
28,22,92
82,26,2
55,89,48
12,83,28
45,57,65
32,43,23
94,38,49
85,36,29
29,35,59
17,66,67
40,41,70
97,6,61
75,56,44
54,45,53
65,5,48
35,4,82
8,11,43
95,82,55
61,73,14
99,82,54
53,10,47
49,30,75
51,62,15
25,81,58
82,60,99
8,60,54
36,34,71
41,94,32
94,93,45
31,77,84
62,61,53
69,56,70
30,21,34
95,84,55
100,37,47
99,31,0
68,34,68
62,46,66
2,45,69
99,54,67
49,43,31
100,34,42
56,44,6
73,69,35
14,35,88
66,63,54
31,12,3
36,25,33
61,84,37
42,33,88
1,58,69
68,15,32
97,68,36
87,55,4
70,38,94
80,83,55
70,70,88
30,68,18
60,21,65
96,44,23
45,22,27
32,62,10
5,72,100
76,5,23
71,48,23
81,25,42
81,23,12
100,99,58
6,27,25
29,72,25
17,61,86
82,79,69
87,95,38
75,9,93
73,79,75
45,94,67
28,76,97
10,60,23
55,59,44
63,18,52
93,93,43
51,40,85
32,51,22
37,87,71
93,15,32
8,83,2
95,16,84
17,81,84
8,9,93
98,97,73
55,44,64
6,18,80
67,58,35
59,76,70
99,57,89
21,83,4
37,26,36
64,22,16
34,4,4
52,31,58
2,47,81
72,48,3
74,9,79
82,31,94
24,71,47
74,36,27
97,59,100
1,35,49
19,22,100
50,63,28
4,6,37
76,91,93
8,25,32
46,52,48
70,29,43
50,95,59
24,91,19
2,61,78
80,59,47
11,88,16
33,3,96
19,14,32
51,70,42
71,28,40
45,75,24
22,32,2
86,14,35
73,97,87
74,13,26
22,59,100
53,38,49
91,99,97
49,96,86
13,81,8
80,51,15
89,50,27
80,28,60
97,26,80
75,12,57
100,100,23
47,26,88
58,57,50
34,69,40
18,70,32
78,56,41
57,44,83
17,96,82
34,45,50
16,68,36
23,95,6
27,21,24
88,99,50
95,44,80
25,72,63
50,91,77
7,86,8
39,17,57
53,0,76
10,82,93
67,10,51
36,9,20
96,91,72
73,99,12
91,12,72
37,75,43
82,30,67
21,60,55
63,4,3
67,74,71
2,56,36
2,53,57
99,11,1
30,95,83
92,97,92
66,92,69
25,44,46
84,50,14
33,24,51
10,100,18
65,74,88
6,100,62
57,22,43
50,61,27
39,44,43
100,42,28
95,85,84
4,42,50
17,40,66
99,80,38
23,16,29
90,23,0
17,47,84
87,64,2
49,9,36
21,3,93
90,30,37
77,17,84
38,76,10
86,85,64
63,61,32
13,37,41
94,91,15
86,70,83
2,8,93
4,1,78
14,21,73
57,37,71
9,58,66
95,26,37
16,36,33
11,44,95
76,13,38
21,92,95
42,18,65
50,57,59
69,0,88
35,19,72
81,2,6
70,99,100
76,21,100
64,78,72
84,21,39
67,0,26
38,80,33
69,19,82
3,84,18
24,2,84
13,94,84
39,57,64
39,41,44
22,22,80
73,47,12
14,73,79
33,28,18
85,15,58
53,25,15
56,63,19
30,90,35
18,20,77
28,89,28
66,2,10
48,17,32
16,6,69
55,44,80
29,76,82
40,1,17
45,53,43
18,36,74
26,64,32
37,36,44
85,97,74
92,27,93
77,83,33
71,30,59
17,60,3
5,58,15
87,82,93
4,20,100
48,50,62
24,20,48
42,22,57
43,12,31
57,33,91
56,29,22
10,73,74
70,14,10
12,37,25
6,79,31
62,59,100
71,84,38
32,24,43
93,51,73
99,14,55
46,89,9
65,56,83
61,33,6
79,8,35
91,77,100
50,81,84
90,63,82
82,67,37
7,86,2
99,80,41
80,67,80
82,55,58
69,46,96
3,58,75
83,9,73
91,51,54
39,83,93
55,31,97
97,13,61
54,89,74
47,30,6
56,84,84
13,2,53
44,36,52
93,16,65
31,7,66
87,42,43
4,81,41
46,80,94
96,45,76
5,9,91
86,45,18
74,43,7
94,89,2
6,59,58
7,9,9
21,48,60
1,65,29
39,48,51
71,51,36
29,89,39
57,34,91
55,96,75
14,64,33
76,63,10
30,41,22
54,54,28
43,32,45
83,46,93
89,22,8
69,81,40
7,56,67
65,90,25
69,95,25
80,16,78
78,49,38
81,96,66
12,97,9
20,15,66
87,99,37
73,46,1
2,50,94
38,26,2
44,33,69
17,69,18
65,23,83
84,76,96
99,18,20
97,76,1
36,39,49
82,40,63
7,63,51
17,39,49
88,64,46
5,76,97
18,14,15
83,78,90
15,2,49
6,38,11
33,41,63
83,29,57
8,34,19
17,76,46
43,88,21
54,81,69
36,96,69
25,37,37
34,54,57
39,29,76
12,1,1
90,54,5
91,35,5
80,42,39
48,5,81
80,31,71
18,96,99
67,31,45
6,93,75
5,99,84
37,13,85
7,72,8
67,13,81
92,50,85
24,22,18
8,82,16
100,11,14
95,84,34
37,29,43
64,63,91
12,41,83
34,94,28
87,44,13
93,66,47
63,55,10
14,15,79
80,5,56
37,12,89
97,68,94
33,46,70
53,50,20
26,61,4
7,90,76
51,7,57
25,18,25
52,38,87
26,50,42
16,81,8
22,80,51
39,83,43
16,38,43
98,70,95
30,99,84
63,40,90
13,87,9
15,61,36
18,3,36
66,62,37
91,34,77
1,89,82
11,6,81
56,36,17
31,15,17
47,43,49
86,44,46
67,45,92
63,15,90
75,40,8
25,48,87
33,6,85
50,29,36
65,93,91
67,13,77
23,58,3
65,38,100
61,5,87
98,44,38
20,83,82
35,23,43
46,90,27
63,72,93
72,83,70
8,90,9
57,69,69
49,75,94
34,97,83
53,31,38
30,50,43
68,92,58
57,26,90
53,14,42
32,2,88
72,50,57
23,13,70
3,83,60
37,35,90
34,14,8
99,93,90
61,55,86
3,35,10
42,52,27
46,12,32
0,54,14
88,44,94
68,78,8
81,49,25
4,7,2
87,11,47
51,17,54
88,50,45
79,60,79
99,48,81
54,8,70
9,100,8
40,24,49
59,100,54
22,99,66
6,7,46
13,9,52
98,79,96
57,93,47
94,13,81
77,20,67
19,95,72
87,21,2
34,37,82
17,81,2
77,78,92
23,52,79
96,9,56
13,94,5
86,91,67
2,85,97
75,84,88
46,53,75
62,61,70
69,37,44
77,10,54
19,91,83
96,83,54
31,20,20
91,1,10
8,99,22
74,69,26
73,34,33
34,45,59
7,48,59
2,60,44
51,58,19
55,20,83
88,99,6
50,31,35
42,73,28
53,22,98
64,21,100
54,13,82
24,81,73
20,93,75
13,47,15
73,58,94
78,47,30
56,74,82
26,90,33
33,80,70
29,34,84
82,37,61
56,81,85
5,59,30
55,33,41
65,92,83
54,31,79
70,71,71
55,75,0
66,43,31
39,65,24
84,72,95
43,86,80
7,87,71
18,86,89
97,9,3
5,7,95
57,5,61
50,85,51
71,65,59
56,1,68
5,87,45
38,63,20
71,13,72
67,54,97
66,8,63
11,5,82
6,84,28
71,86,15
0,30,67
3,64,97
48,2,20
39,97,11
20,76,42
51,89,89
61,24,22
23,92,17
7,70,64
48,49,22
29,26,85
24,58,72
99,69,14
22,98,13
33,15,100
51,98,10
43,42,84
17,3,10
1,17,96
96,30,89
20,8,70
60,19,26
63,78,79
19,13,3
87,44,93
16,22,21
80,7,36
49,93,59
19,67,82
94,52,74
30,57,4
14,79,77
27,85,28
13,88,86
14,90,71
26,69,20
64,58,78
43,0,24
97,40,49
39,17,100
4,89,82
20,95,49
33,99,50
27,99,88
92,6,11
78,34,71
39,80,47
86,57,17
81,29,48
68,41,74
95,71,29
77,54,14
18,69,81
54,91,47
96,42,97
92,29,67
67,83,49
87,93,82
69,51,89
61,68,30
0,38,8
100,82,3
70,45,42
59,26,43
26,33,46
20,66,6
89,9,23
20,39,12
44,99,39
35,22,73
25,80,58
92,40,64
77,50,46
79,75,54
99,12,89
75,51,2
2,5,92
31,5,20
87,68,49
94,9,22
76,63,87
87,26,98
99,69,70
43,1,55
96,54,73
57,99,77
85,99,96
49,78,71
69,76,80
94,84,12
64,78,89
75,39,100
43,7,17
66,28,2
72,48,59
60,37,54
18,78,63
89,23,64
51,68,42
10,89,95
23,4,15
14,27,30
33,24,67
54,16,14
85,99,18
38,35,20
4,59,91
51,65,86
81,52,74
81,34,89
13,55,67
9,37,53
40,99,46
68,89,62
25,94,62
36,65,43
77,84,98
32,19,39
33,0,7
6,37,83
25,33,44
16,96,66
14,95,8
30,38,64
100,44,85
73,77,100
58,35,30
41,72,11
12,48,8
96,0,51
33,71,99
72,21,23
2,42,79
78,68,28
8,91,44
28,28,94
89,11,81
89,67,45
75,73,34
69,33,18
86,21,64
38,33,90
43,90,5
61,18,90
49,56,68
25,79,76
47,96,50
86,52,53
56,26,61
18,59,97
6,10,1
98,19,79
26,20,63
32,36,88
64,31,49
100,58,44
6,92,91
90,3,51
86,8,74
91,19,16
96,57,75
44,42,69
67,22,79
42,67,82
57,76,74
14,11,67
45,87,19
67,75,65
62,12,93
39,65,70
1,77,24
96,72,87
10,65,15
12,82,13
46,93,15
83,95,99
31,22,50
89,20,70
54,79,55
20,65,13
91,87,64
4,37,34
65,64,35
17,25,49
16,78,58
100,42,9
16,14,66
34,28,36
59,60,99
20,51,58
74,24,23
93,44,29
83,30,26
62,50,26
5,79,84
32,88,87
73,17,38
73,12,7
44,9,78
67,8,46
3,79,6
82,79,67
65,71,29
68,20,43
38,89,24
43,20,69
55,81,1
30,68,87
41,60,27
82,22,82
82,38,24
73,31,42
71,91,60
63,39,86
67,23,73
13,29,86
76,22,66
39,30,33
1,30,29
6,53,2
27,68,43
8,87,81
73,15,72
95,62,73
39,63,83
92,58,75
87,86,9
28,65,88
17,30,34
56,78,93
28,59,82
82,75,27
84,45,98
5,4,26
2,100,59
47,18,72
59,92,48
34,49,56
36,34,47
17,97,69
21,56,80
85,93,61
57,37,83
8,41,81
41,51,51
18,62,84
97,75,84
87,56,55
76,9,5
47,53,22
22,61,32
18,42,43
95,9,47
5,8,94
92,24,98
10,34,44
42,18,76
27,67,2
6,19,73
95,46,79
79,84,65
18,44,38
3,63,6
63,27,6
34,63,6
66,45,79
81,4,26
45,31,84
71,100,63
5,4,34
98,59,69
68,64,0
8,69,25
69,98,58
1,7,9
12,47,45
74,56,76
39,91,17
84,10,89
9,36,40
31,52,10
47,19,68
63,99,48
65,18,85
17,9,84
86,87,93
43,73,16
68,73,65
19,8,57
61,41,58
95,88,94
40,99,39
0,34,60
4,18,56
75,71,21
83,53,52
64,82,81
26,58,56
69,9,34
15,44,79
12,58,52
5,4,12
20,92,89
62,92,85
99,85,15
32,60,59
2,84,35
98,53,6
60,79,64
74,73,88
25,67,25
98,30,99
78,66,41
92,41,50
10,3,82
7,98,24
89,53,52
81,9,72
78,71,90
65,28,50
22,18,24
82,61,16
41,38,7
72,65,69
3,7,26
54,88,26
49,51,44
30,20,94
43,66,30
43,84,32
49,95,97
57,53,52
94,60,99
86,18,66
3,56,9
96,33,9
31,97,42
3,1,70
35,63,55
91,80,65
94,84,1
57,58,48
32,2,8
74,85,9
36,64,2
0,64,64
29,69,4
36,84,9
11,40,3
89,69,15
79,94,87
51,67,42
13,92,72
38,67,25
88,11,45
36,68,95
32,50,28
35,79,57
78,19,75
23,67,63
39,65,81
12,77,30
49,86,48
50,37,53
32,4,54
62,90,2
59,17,42
64,28,88
89,53,70
14,3,86
90,95,61
10,1,75
11,18,45
34,96,51
67,3,50
41,58,40
94,80,49
100,28,22
87,93,65
99,65,46
69,62,79
8,80,21
73,57,38
36,50,51
54,84,92
55,52,24
19,100,61
31,0,26
43,41,70
64,30,76
2,4,35
13,91,45
64,40,60
97,4,23
53,13,78
8,73,70
67,32,4
58,32,4
21,82,13
23,74,65
95,7,32
21,67,26
76,27,96
62,14,31
44,63,34
83,79,91
86,14,53
27,23,4
77,69,90
44,9,95
10,89,54
20,7,34
14,44,55
41,14,96
43,24,96
57,18,38
0,87,11
92,89,11
84,81,73
1,85,38
61,45,19
50,31,29
9,59,67
30,40,58
89,53,47
96,5,14
98,27,41
66,50,9
95,11,41
88,66,67
49,67,100
94,28,31
15,12,3
22,29,94
94,56,54
53,30,14
81,67,5
54,53,95
100,85,77
37,45,87
47,5,3
58,69,15
74,64,15
67,7,21
81,11,57
14,24,14
81,6,33
62,37,25
96,0,57
39,13,67
70,48,58
94,89,79
7,93,94
16,5,37
82,92,50
53,66,12
90,79,2
31,74,43
82,17,58
27,20,52
13,13,5
83,23,7
70,20,72
1,25,47
83,38,85
97,32,41
55,27,47
94,28,29
97,86,75
64,32,75
17,31,31
66,1,51
100,64,62
55,60,37
86,97,10
17,78,15
52,5,73
51,48,5
69,85,24
22,7,84
76,49,87
17,13,89
16,27,96
97,71,61
98,52,29
72,89,56
7,85,3
45,80,45
6,39,75
1,57,95
29,8,8
84,31,29
90,98,96
3,99,41
83,46,14
58,42,81
21,60,44
97,61,48
96,10,72
1,62,10
79,12,59
89,50,66
23,98,87
80,52,69
71,43,24
87,49,80
24,23,4
7,48,19
46,71,5
44,22,9
64,61,26
21,29,89
1,94,97
36,22,8
13,72,61
16,64,56
39,39,38
30,4,21
25,46,49
99,33,61
86,74,71
51,46,71
76,65,59
44,52,95
37,29,10
16,14,28
59,39,96
15,19,86
1,62,20
7,27,91
45,34,9
84,31,99
92,52,15
39,34,90
81,31,92
96,13,2
18,47,25
76,56,84
90,87,78
10,79,53
47,85,92
89,53,25
60,4,50
1,15,48
33,56,37
83,26,15
71,29,25
63,74,88
27,81,83
23,37,43
27,17,4
77,27,0
22,53,52
75,38,35
18,1,47
98,28,99
89,29,95
8,37,50
33,4,67
97,47,88
6,25,99
6,86,78
33,82,22
36,14,91
53,49,87
13,18,10
47,6,47
80,35,27
47,94,98
76,94,9
9,50,90
26,27,53
28,59,78
57,19,25
2,52,40
7,22,50
36,26,52
76,91,87
31,71,94
20,4,29
82,91,61
61,65,66
87,0,29
90,97,29
53,22,32
43,37,57
17,77,66
32,55,35
79,35,7
11,52,62
97,38,36
93,68,48
89,75,92
84,82,25
19,55,21
38,26,63
6,77,40
37,22,27
16,97,87
84,57,89
7,59,50
27,10,12
81,27,73
42,56,61
92,90,50
69,13,21
67,70,24
63,98,68
21,38,46
70,64,29
41,33,75
18,30,12
84,99,72
47,14,70
63,36,55
15,37,2
5,75,18
95,54,50
77,1,65
67,21,18
48,13,2
86,34,7
71,3,56
28,18,94
28,35,12
43,40,2
27,18,22
59,1,20
8,49,47
81,73,69
1,74,73
84,92,32
92,86,25
69,93,13
44,24,73
95,37,98
89,78,95
25,34,91
11,17,97
1,91,99
36,89,66
74,40,89
61,34,31
51,57,25
77,83,60
64,19,23
68,93,69
39,51,50
100,37,43
57,3,2
33,89,60
75,4,68
28,65,0
37,2,60
20,18,90
95,29,57
33,43,78
40,0,60
0,77,35
67,74,4
30,29,12
64,31,31
57,51,0
24,49,96
58,50,17
66,99,26
36,84,41
73,81,1
91,1,28
49,90,17
62,25,41
64,36,76
86,4,51
91,45,75
71,13,98
90,0,46
5,99,59
93,9,29
40,69,49
84,88,36
40,11,9
74,52,13
73,58,61
53,44,92
76,85,99
59,41,70
93,97,75
50,16,64
87,81,20
88,47,52
75,36,81
2,92,55
19,35,49
38,67,85
81,12,49
9,30,37
69,72,91
66,17,66
10,11,63
27,45,52
93,25,42
15,15,1
66,71,28
62,29,100
68,29,5
31,80,3
73,14,57
81,14,95
42,17,84
21,15,83
16,86,64
17,37,10
81,82,94
58,0,10
98,35,74
47,28,35
4,76,80
31,56,89
22,97,31
86,30,57
81,51,68
62,69,64
60,92,33
83,92,25
50,67,35
70,40,38
98,76,99
15,9,48
21,14,70
98,93,12
99,6,86
8,79,74
52,93,38
56,33,61
94,26,3
15,54,84
86,40,99
41,22,50
83,7,17
63,1,42
62,23,7
32,93,49
47,97,55
44,65,17
77,72,4
61,51,32
85,64,70
87,39,61
20,71,2
52,96,42
34,57,18
38,65,80
3,59,72
69,93,4
98,72,85
0,87,53
33,79,78
18,77,70
71,11,4
77,1,20
86,0,39
65,46,28
8,60,68
52,74,25
86,52,21
22,50,100
1,54,81
98,44,86
49,49,39
25,97,16
57,48,54
32,75,86
64,83,45
99,58,79
58,69,86
3,13,90
19,48,61
45,19,36
89,91,48
55,62,74
70,23,79
40,41,30
93,44,37
27,36,82
2,32,61
87,80,15
72,94,69
96,45,61
37,32,3
37,69,43
26,93,69
83,94,76
69,85,48
8,47,66
25,44,22
25,73,74
19,0,30
10,15,37
60,93,61
56,53,18
31,96,81
37,58,0
85,35,42
82,33,2
64,20,86
25,93,65
25,58,14
69,1,17
56,86,51
67,38,75
43,47,86
25,53,32
90,80,0
32,66,69
8,72,83
0,79,26
81,23,96
75,71,9
55,12,23
34,82,0
9,47,93
23,68,91
74,100,91
71,28,91
99,98,70
21,76,47
25,7,33
1,71,14
24,24,27
86,69,30
82,46,87
94,49,20
